,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
6309,Jul,1,Tuesday,Pontiac,Urban,Wednesday,Jul,2,Male,Married,38.0,Third Party,Sedan,more than 69000,0,5,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
6310,Jul,1,Sunday,VW,Urban,Wednesday,Jul,2,Male,Married,35.0,Third Party,Sport,more than 69000,0,1,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6311,May,3,Wednesday,Toyota,Urban,Wednesday,May,3,Male,Married,29.0,Policy Holder,Sport,40000 to 59000,0,12,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6312,Mar,1,Saturday,Saab,Urban,Wednesday,Mar,2,Male,Married,64.0,Policy Holder,Sedan,30000 to 39000,0,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
6313,Feb,3,Monday,Honda,Urban,Tuesday,Feb,3,Female,Single,28.0,Policy Holder,Sport,20000 to 29000,0,14,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6314,Aug,2,Monday,Accura,Urban,Thursday,Oct,2,Male,Married,41.0,Policy Holder,Utility,more than 69000,0,11,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1995,All Perils
6315,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,30.0,Policy Holder,Sport,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6316,Jan,1,Wednesday,Toyota,Urban,Thursday,Jan,1,Male,Married,32.0,Policy Holder,Sedan,more than 69000,0,15,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
6317,Feb,2,Wednesday,Ford,Urban,Friday,Feb,2,Male,Married,54.0,Policy Holder,Sport,30000 to 39000,0,7,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6318,Mar,1,Friday,Mazda,Urban,Monday,Mar,1,Male,Married,40.0,Third Party,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6319,Nov,1,Sunday,Toyota,Urban,Monday,Nov,1,Female,Married,21.0,Policy Holder,Sport,20000 to 29000,0,3,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6320,Jul,3,Tuesday,Pontiac,Urban,Monday,Sep,1,Male,Married,45.0,Policy Holder,Sport,30000 to 39000,0,12,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6321,Jul,3,Wednesday,Mazda,Urban,Wednesday,Aug,1,Male,Married,37.0,Third Party,Sport,more than 69000,0,9,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
6322,Apr,4,Monday,Mazda,Rural,Wednesday,Jun,2,Male,Married,33.0,Policy Holder,Sedan,30000 to 39000,0,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
6323,Apr,4,Saturday,Mazda,Urban,Tuesday,Apr,4,Female,Single,25.0,Policy Holder,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,Yes,No,External,none,no change,1 vehicle,1995,Collision
6324,Apr,4,Friday,Mazda,Urban,Tuesday,May,4,Female,Single,27.0,Policy Holder,Sedan,less than 20000,0,11,700,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,All Perils
6325,Dec,4,Monday,Pontiac,Urban,Wednesday,Dec,5,Male,Single,29.0,Policy Holder,Sedan,30000 to 39000,0,8,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6326,Dec,1,Monday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,31.0,Policy Holder,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6327,Dec,1,Sunday,Chevrolet,Urban,Friday,Dec,2,Male,Married,42.0,Third Party,Sport,30000 to 39000,0,11,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6328,Oct,4,Wednesday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,50.0,Policy Holder,Sedan,30000 to 39000,0,1,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6329,Oct,4,Monday,Honda,Urban,Tuesday,Oct,4,Male,Single,38.0,Policy Holder,Sedan,less than 20000,0,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
6330,Sep,2,Monday,Toyota,Urban,Monday,Sep,4,Male,Single,35.0,Policy Holder,Sedan,less than 20000,1,4,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
6331,Sep,2,Monday,Mazda,Rural,Friday,Sep,3,Male,Married,27.0,Policy Holder,Sedan,20000 to 29000,1,14,400,3,more than 30,more than 30,none,5 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision
6332,Jul,5,Friday,Pontiac,Rural,Tuesday,Aug,1,Male,Married,57.0,Policy Holder,Utility,40000 to 59000,0,15,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6333,Jul,2,Friday,Pontiac,Urban,Friday,Jul,3,Male,Married,32.0,Policy Holder,Sedan,30000 to 39000,0,12,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6334,Jul,1,Friday,Honda,Urban,Wednesday,Jul,1,Male,Married,34.0,Policy Holder,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6335,May,5,Monday,Mazda,Urban,Tuesday,May,5,Male,Married,61.0,Policy Holder,Sport,20000 to 29000,0,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
6336,Apr,3,Friday,Chevrolet,Urban,Monday,Apr,3,Male,Married,52.0,Policy Holder,Utility,more than 69000,0,9,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
6337,Apr,2,Sunday,Toyota,Urban,Monday,Apr,3,Male,Single,32.0,Policy Holder,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6338,Mar,2,Friday,Chevrolet,Urban,Monday,Mar,3,Female,Married,55.0,Third Party,Sedan,more than 69000,0,4,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6339,Jan,3,Thursday,Mazda,Urban,Monday,Feb,4,Male,Single,26.0,Policy Holder,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6340,Dec,4,Friday,Pontiac,Urban,Monday,Dec,4,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6341,Oct,2,Thursday,Honda,Urban,Friday,Oct,3,Male,Single,35.0,Policy Holder,Sport,more than 69000,0,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6342,Jan,3,Sunday,Honda,Urban,Monday,Jan,3,Male,Single,31.0,Policy Holder,Sedan,20000 to 29000,0,1,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
6343,Feb,2,Friday,Mazda,Urban,Tuesday,Feb,3,Male,Single,34.0,Policy Holder,Sport,30000 to 39000,0,12,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6344,Mar,2,Thursday,Ford,Urban,Wednesday,Mar,3,Male,Single,46.0,Third Party,Sedan,30000 to 39000,0,1,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
6345,Apr,1,Saturday,Chevrolet,Urban,Wednesday,Apr,1,Male,Married,28.0,Policy Holder,Sedan,30000 to 39000,0,12,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6346,Apr,1,Saturday,Honda,Urban,Wednesday,Apr,1,Female,Single,26.0,Third Party,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision
6347,Aug,4,Tuesday,Honda,Urban,Thursday,Sep,1,Male,Married,42.0,Policy Holder,Sport,more than 69000,0,10,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6348,Dec,3,Friday,Pontiac,Urban,Friday,Dec,3,Male,Married,47.0,Policy Holder,Sedan,20000 to 29000,0,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6349,Apr,2,Sunday,Honda,Urban,Wednesday,Apr,2,Male,Single,44.0,Policy Holder,Sedan,20000 to 29000,0,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
6350,Apr,2,Tuesday,Chevrolet,Urban,Tuesday,Apr,3,Male,Married,56.0,Policy Holder,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
6351,Jul,3,Saturday,Honda,Urban,Tuesday,Jul,3,Male,Married,50.0,Third Party,Sport,20000 to 29000,0,1,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6352,Sep,4,Sunday,Mazda,Urban,Friday,Sep,5,Male,Single,80.0,Policy Holder,Sport,30000 to 39000,0,10,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6353,Dec,1,Saturday,Toyota,Rural,Tuesday,Dec,1,Male,Married,29.0,Third Party,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
6354,Dec,2,Wednesday,Chevrolet,Urban,Thursday,Dec,3,Male,Married,27.0,Policy Holder,Sedan,30000 to 39000,0,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6355,Dec,2,Tuesday,Chevrolet,Urban,Wednesday,Dec,2,Male,Single,42.0,Third Party,Sedan,30000 to 39000,0,15,700,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1995,Collision
6356,Dec,3,Tuesday,Ford,Urban,Wednesday,Dec,3,Male,Married,42.0,Policy Holder,Sport,30000 to 39000,0,6,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
6357,Dec,3,Wednesday,Mazda,Urban,Friday,Dec,4,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6358,Dec,3,Friday,Pontiac,Urban,Tuesday,Dec,3,Male,Married,58.0,Third Party,Sedan,30000 to 39000,0,10,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision
6359,Dec,2,Monday,Mazda,Urban,Monday,Dec,3,Male,Married,65.0,Policy Holder,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6360,Sep,2,Tuesday,Mercury,Urban,Monday,Sep,3,Male,Married,43.0,Policy Holder,Sedan,20000 to 29000,1,8,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
6361,Nov,3,Thursday,Honda,Urban,Friday,Dec,4,Male,Single,28.0,Policy Holder,Sport,more than 69000,0,5,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6362,Nov,2,Wednesday,Pontiac,Urban,Friday,Nov,2,Male,Single,18.0,Policy Holder,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,none,2 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
6363,Jul,3,Saturday,Pontiac,Rural,Monday,Jul,3,Male,Single,28.0,Policy Holder,Sport,20000 to 29000,0,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
6364,Apr,2,Wednesday,Pontiac,Urban,Monday,May,1,Male,Married,44.0,Policy Holder,Sedan,30000 to 39000,0,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
6365,Sep,2,Tuesday,Pontiac,Rural,Monday,Sep,4,Female,Single,27.0,Third Party,Sedan,20000 to 29000,0,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6366,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single,33.0,Third Party,Sedan,20000 to 29000,0,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision
6367,Dec,3,Friday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,32.0,Policy Holder,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6368,Dec,3,Saturday,Mazda,Urban,Tuesday,Dec,4,Male,Single,26.0,Policy Holder,Sport,30000 to 39000,0,6,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6369,Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,2,Female,Single,31.0,Policy Holder,Sport,20000 to 29000,0,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6370,Apr,3,Sunday,Pontiac,Rural,Monday,Apr,3,Male,Married,45.0,Third Party,Sedan,less than 20000,0,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,Collision
6371,Mar,4,Monday,Chevrolet,Urban,Monday,Mar,4,Male,Married,29.0,Policy Holder,Utility,more than 69000,0,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
6372,Feb,5,Monday,Toyota,Urban,Wednesday,Mar,3,Female,Married,35.0,Third Party,Sedan,less than 20000,0,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
6373,Feb,4,Thursday,Chevrolet,Urban,Monday,Feb,5,Male,Single,37.0,Policy Holder,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
6374,Jun,4,Friday,Pontiac,Urban,Monday,Jun,4,Male,Married,64.0,Third Party,Sedan,30000 to 39000,0,6,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6375,Jun,3,Saturday,Toyota,Urban,Wednesday,Jun,4,Male,Married,28.0,Policy Holder,Sedan,less than 20000,0,2,500,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Collision
6376,Apr,4,Tuesday,Honda,Urban,Tuesday,Jun,2,Male,Single,37.0,Policy Holder,Sedan,30000 to 39000,0,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6377,May,3,Saturday,Honda,Urban,Friday,Jul,2,Male,Married,48.0,Policy Holder,Sedan,less than 20000,0,1,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6378,May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,46.0,Policy Holder,Utility,more than 69000,0,6,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6379,May,1,Monday,Mazda,Urban,Tuesday,May,1,Male,Single,35.0,Third Party,Sport,more than 69000,0,13,400,3,more than 30,more than 30,none,7 years,31 to 35,No,Yes,External,more than 5,no change,1 vehicle,1995,Collision
6380,May,4,Wednesday,Mazda,Urban,Wednesday,May,4,Male,Married,64.0,Third Party,Sedan,30000 to 39000,0,16,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6381,May,3,Friday,Dodge,Urban,Thursday,May,4,Male,Married,31.0,Policy Holder,Sport,30000 to 39000,0,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6382,Jun,3,Tuesday,Accura,Urban,Wednesday,Jun,5,Female,Single,50.0,Policy Holder,Sedan,more than 69000,0,14,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
6383,Aug,2,Wednesday,Honda,Urban,Wednesday,Aug,2,Male,Married,53.0,Third Party,Sport,20000 to 29000,0,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
6384,Jul,2,Friday,Mazda,Urban,Tuesday,Jul,2,Female,Single,29.0,Policy Holder,Sport,30000 to 39000,0,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Liability
6385,Sep,2,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,65.0,Policy Holder,Sport,40000 to 59000,0,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6386,Sep,3,Wednesday,Chevrolet,Urban,Tuesday,Nov,2,Male,Married,66.0,Policy Holder,Utility,more than 69000,1,13,700,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
6387,Oct,2,Tuesday,Accura,Urban,Thursday,Oct,3,Male,Married,44.0,Policy Holder,Sport,60000 to 69000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
6388,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,4,Male,Single,35.0,Policy Holder,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6389,Apr,1,Tuesday,Mazda,Urban,Monday,Apr,4,Male,Single,34.0,Third Party,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
6390,May,2,Tuesday,Pontiac,Urban,Tuesday,May,2,Female,Married,29.0,Policy Holder,Sport,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
6391,Sep,3,Wednesday,Chevrolet,Urban,Wednesday,Sep,3,Female,Married,36.0,Policy Holder,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
6392,Nov,1,Monday,Honda,Urban,Monday,Nov,1,Male,Married,33.0,Policy Holder,Sport,20000 to 29000,0,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
6393,Dec,4,Thursday,Toyota,Urban,Monday,Dec,4,Male,Married,41.0,Third Party,Sedan,30000 to 39000,0,4,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
6394,Jan,5,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Single,43.0,Policy Holder,Sport,30000 to 39000,0,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
6395,Sep,3,Wednesday,Honda,Urban,Thursday,Sep,4,Male,Married,59.0,Third Party,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6396,Sep,3,Wednesday,Honda,Rural,Friday,Sep,3,Male,Married,34.0,Third Party,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils
6397,May,1,Tuesday,Honda,Urban,Friday,May,1,Male,Married,34.0,Policy Holder,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
6398,Sep,3,Wednesday,Toyota,Urban,Friday,Sep,3,Female,Widow,35.0,Policy Holder,Sedan,20000 to 29000,1,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
6399,May,3,Tuesday,Honda,Rural,Tuesday,May,3,Male,Married,43.0,Policy Holder,Sport,20000 to 29000,0,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
6400,Jul,3,Saturday,Pontiac,Urban,Wednesday,Jul,3,Male,Single,29.0,Third Party,Sedan,less than 20000,0,1,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
6401,Jul,1,Wednesday,Pontiac,Rural,Thursday,Jul,2,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
6402,Jul,4,Monday,Chevrolet,Urban,Monday,Sep,2,Male,Married,59.0,Policy Holder,Sedan,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
