PolicyNumber,DayOfWeek,WeekOfMonth,Month,Year,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,AccidentArea,NumberOfCars,Fault,PoliceReportFiled,WitnessPresent,Sex,Age,AgeOfPolicyHolder,MaritalStatus,DriverRating,Make,VehicleCategory,VehiclePrice,AgeOfVehicle,BasePolicy,PolicyType,RepNumber,AgentType,Deductible,Days_Policy_Accident,Days_Policy_Claim,NumberOfSuppliments,AddressChange_Claim,PastNumberOfClaims,FraudFound_P
8616,Monday,4,Jan,1995,Monday,Jan,5,Urban,1 vehicle,Third Party,No,No,Male,45,36 to 40,Married,4,VW,Sport,60000 to 69000,6 years,Liability,Sedan - Liability,12,External,400,more than 30,more than 30,none,no change,more than 4,0
8617,Thursday,3,Jan,1995,Tuesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,38,36 to 40,Married,1,Pontiac,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,none,no change,2 to 4,0
8618,Thursday,3,Jan,1995,Friday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Married,3,Honda,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,3 to 5,no change,none,0
8619,Tuesday,4,Oct,1995,Tuesday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,46,41 to 50,Married,1,Chevrolet,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,16,External,700,more than 30,more than 30,none,no change,1,0
8620,Monday,4,Oct,1995,Tuesday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,46,41 to 50,Married,4,Toyota,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,12,External,500,more than 30,more than 30,more than 5,2 to 3 years,more than 4,0
8621,Monday,4,Oct,1995,Monday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,3,Toyota,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,none,no change,none,0
8622,Thursday,2,Oct,1995,Thursday,Nov,1,Urban,1 vehicle,Policy Holder,No,No,Female,27,31 to 35,Married,2,Pontiac,Sedan,30000 to 39000,5 years,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,none,no change,2 to 4,0
8623,Friday,5,Jul,1995,Thursday,Aug,1,Rural,1 vehicle,Third Party,No,No,Male,39,36 to 40,Married,2,Toyota,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
8624,Wednesday,1,Jul,1995,Thursday,Sep,5,Rural,1 vehicle,Policy Holder,No,No,Male,47,41 to 50,Married,4,Pontiac,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,none,no change,none,0
8625,Friday,3,Jun,1995,Monday,Jun,3,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Married,3,Chevrolet,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,8,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
8626,Monday,2,May,1995,Tuesday,Jun,1,Urban,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,4,Honda,Sport,more than 69000,new,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,none,no change,2 to 4,0
8627,Thursday,4,Mar,1995,Monday,Mar,4,Rural,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Married,3,Chevrolet,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,none,no change,none,0
8628,Wednesday,3,Feb,1995,Monday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Female,53,41 to 50,Married,3,Honda,Sedan,less than 20000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,1 to 2,no change,none,0
8629,Tuesday,3,Feb,1995,Tuesday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,2,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,more than 5,no change,1,0
8630,Thursday,3,Dec,1995,Wednesday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Male,67,over 65,Married,3,Chevrolet,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,more than 5,no change,more than 4,1
8631,Sunday,1,Feb,1995,Thursday,Feb,2,Urban,1 vehicle,Policy Holder,Yes,No,Male,39,36 to 40,Single,2,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,none,no change,none,0
8632,Saturday,1,Feb,1995,Monday,Feb,1,Urban,2 vehicles,Policy Holder,No,No,Male,66,over 65,Married,3,Chevrolet,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,more than 5,4 to 8 years,none,0
8633,Monday,1,Feb,1995,Tuesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,68,over 65,Married,2,Mazda,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8634,Friday,4,Jan,1995,Friday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Female,32,31 to 35,Married,1,Mazda,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8635,Thursday,3,Dec,1995,Monday,Dec,3,Rural,1 vehicle,Policy Holder,No,No,Male,43,36 to 40,Married,1,Pontiac,Sedan,less than 20000,more than 7,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,3 to 5,no change,none,1
8636,Monday,4,Dec,1995,Monday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,2,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,3 to 5,no change,none,0
8637,Friday,4,Dec,1995,Monday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,40,36 to 40,Married,3,Ford,Sedan,more than 69000,more than 7,All Perils,Sedan - All Perils,16,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
8638,Thursday,2,Dec,1995,Saturday,Dec,2,Urban,1 vehicle,Policy Holder,No,No,Male,17,18 to 20,Single,3,Honda,Sport,more than 69000,2 years,Collision,Sport - Collision,10,External,400,more than 30,more than 30,more than 5,no change,none,0
8639,Wednesday,5,Nov,1995,Thursday,Dec,4,Urban,1 vehicle,Third Party,No,No,Male,34,31 to 35,Single,2,Pontiac,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,none,no change,none,0
8640,Wednesday,2,Nov,1995,Wednesday,Nov,2,Rural,1 vehicle,Third Party,No,No,Male,54,41 to 50,Married,1,Accura,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8641,Sunday,2,Sep,1995,Wednesday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,1,Saab,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
8642,Sunday,5,Aug,1995,Monday,Aug,5,Urban,1 vehicle,Policy Holder,No,No,Male,53,41 to 50,Married,3,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
8643,Friday,4,Aug,1995,Tuesday,Aug,5,Urban,1 vehicle,Policy Holder,No,No,Male,54,41 to 50,Single,3,Pontiac,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,15,External,400,more than 30,more than 30,1 to 2,no change,none,0
8644,Monday,3,Jun,1995,Thursday,Jun,4,Urban,1 vehicle,Policy Holder,No,No,Male,45,36 to 40,Married,4,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,1 to 2,no change,none,0
8645,Friday,4,May,1995,Friday,Jun,1,Urban,1 vehicle,Policy Holder,No,No,Male,64,51 to 65,Married,4,Pontiac,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
8646,Saturday,3,May,1995,Thursday,May,3,Urban,1 vehicle,Third Party,No,No,Male,47,41 to 50,Married,1,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,more than 5,1 year,2 to 4,0
8647,Wednesday,4,Feb,1995,Thursday,Feb,4,Rural,1 vehicle,Third Party,No,No,Male,52,41 to 50,Married,1,VW,Sedan,more than 69000,more than 7,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,1 to 2,no change,none,0
8648,Saturday,2,Sep,1995,Tuesday,Sep,3,Rural,1 vehicle,Third Party,No,No,Male,0,16 to 17,Single,3,Honda,Sport,more than 69000,new,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,none,no change,2 to 4,0
8649,Friday,3,Dec,1995,Saturday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Male,47,41 to 50,Married,4,Toyota,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,more than 5,no change,more than 4,1
8650,Saturday,2,Oct,1995,Tuesday,Oct,2,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,1,Honda,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,16,External,700,more than 30,more than 30,more than 5,no change,more than 4,0
8651,Monday,3,Feb,1995,Monday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Female,44,36 to 40,Married,2,Chevrolet,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,12,External,400,more than 30,more than 30,none,no change,2 to 4,0
8652,Saturday,4,Aug,1995,Monday,Aug,5,Urban,3 to 4,Policy Holder,No,No,Male,50,41 to 50,Single,1,Pontiac,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,none,no change,more than 4,0
8653,Sunday,4,Jul,1995,Monday,Jul,4,Urban,2 vehicles,Policy Holder,No,No,Male,24,26 to 30,Single,4,Toyota,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,none,4 to 8 years,2 to 4,0
8654,Thursday,1,Apr,1995,Thursday,Apr,1,Urban,1 vehicle,Policy Holder,No,No,Male,54,41 to 50,Married,2,Toyota,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8655,Saturday,1,Apr,1995,Wednesday,Aug,1,Rural,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,1,Accura,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,8,External,400,more than 30,more than 30,none,no change,more than 4,0
8656,Friday,1,Mar,1995,Friday,Mar,2,Rural,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,2,Chevrolet,Sedan,more than 69000,more than 7,All Perils,Sedan - All Perils,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8657,Saturday,1,Mar,1995,Monday,Mar,1,Urban,1 vehicle,Policy Holder,No,No,Male,54,41 to 50,Married,4,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,more than 5,no change,none,0
8658,Tuesday,2,Feb,1995,Wednesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,59,51 to 65,Married,3,VW,Sport,more than 69000,more than 7,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8659,Wednesday,2,Feb,1995,Wednesday,Feb,2,Urban,1 vehicle,Policy Holder,Yes,No,Male,39,36 to 40,Married,1,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8660,Tuesday,2,Jul,1995,Tuesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,58,51 to 65,Married,1,Honda,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,3 to 5,no change,1,0
8661,Sunday,3,Apr,1995,Wednesday,Apr,3,Urban,1 vehicle,Policy Holder,No,No,Male,39,36 to 40,Married,3,Saturn,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,none,no change,none,0
8662,Sunday,1,Apr,1995,Saturday,Apr,2,Urban,1 vehicle,Third Party,No,No,Female,27,31 to 35,Single,3,Honda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,none,no change,more than 4,0
8663,Thursday,2,Feb,1995,Thursday,Feb,2,Rural,5 to 8,Third Party,No,No,Male,64,51 to 65,Married,4,Chevrolet,Sedan,more than 69000,more than 7,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,more than 5,no change,none,0
8664,Wednesday,4,Jan,1995,Friday,Jan,5,Urban,1 vehicle,Third Party,Yes,Yes,Male,58,51 to 65,Married,1,Chevrolet,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,none,no change,1,0
8665,Thursday,4,Jan,1995,Thursday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,55,41 to 50,Married,1,Toyota,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,15,External,400,more than 30,more than 30,3 to 5,no change,more than 4,0
8666,Saturday,3,Dec,1995,Monday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Single,4,Accura,Sedan,30000 to 39000,6 years,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,none,no change,none,1
8667,Tuesday,3,Jan,1995,Thursday,Feb,1,Urban,1 vehicle,Third Party,No,No,Female,26,31 to 35,Single,2,Chevrolet,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,none,no change,more than 4,0
8668,Saturday,3,Dec,1995,Wednesday,Dec,4,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,3,Mazda,Sport,30000 to 39000,5 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
8669,Monday,3,Jan,1995,Wednesday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Married,1,Pontiac,Sport,30000 to 39000,more than 7,Liability,Sedan - Liability,11,External,400,more than 30,more than 30,none,no change,1,0
8670,Tuesday,3,Jan,1995,Wednesday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,1,Honda,Sedan,more than 69000,new,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,none,no change,none,0
8671,Thursday,1,Jan,1995,Thursday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Married,3,Toyota,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,15,External,500,8 to 15,more than 30,none,2 to 3 years,none,0
8672,Saturday,3,Dec,1995,Thursday,Dec,4,Urban,1 vehicle,Third Party,No,No,Male,54,41 to 50,Married,2,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,none,no change,none,0
8673,Thursday,1,Jan,1995,Monday,Jan,4,Rural,1 vehicle,Policy Holder,No,No,Male,45,36 to 40,Married,3,Saab,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
8674,Saturday,3,Dec,1995,Tuesday,Dec,3,Urban,2 vehicles,Third Party,No,No,Male,41,36 to 40,Married,4,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,1 to 2,4 to 8 years,none,0
8675,Monday,3,Mar,1995,Tuesday,Mar,5,Urban,1 vehicle,Policy Holder,No,No,Male,65,51 to 65,Married,4,Pontiac,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,13,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
8676,Friday,3,Mar,1995,Wednesday,Mar,4,Urban,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Single,3,Chevrolet,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,15,External,400,more than 30,more than 30,1 to 2,no change,none,0
8677,Thursday,3,Feb,1995,Thursday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,45,36 to 40,Married,2,Chevrolet,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,none,no change,none,0
8678,Thursday,3,Feb,1995,Friday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,43,36 to 40,Single,1,Accura,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,none,no change,none,0
8679,Friday,1,Mar,1995,Monday,Mar,2,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Married,1,Honda,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,1 to 2,no change,1,0
8680,Sunday,3,Dec,1995,Monday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,2,Pontiac,Sedan,less than 20000,more than 7,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,1 to 2,no change,none,1
8681,Saturday,2,Feb,1995,Monday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Female,18,21 to 25,Married,2,Pontiac,Sedan,less than 20000,3 years,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
8682,Sunday,1,Feb,1995,Wednesday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,35,31 to 35,Married,4,Pontiac,Sedan,30000 to 39000,6 years,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,more than 5,no change,none,0
8683,Friday,1,Feb,1995,Friday,Feb,1,Urban,1 vehicle,Policy Holder,Yes,Yes,Male,38,36 to 40,Single,2,Toyota,Sedan,less than 20000,7 years,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,none,no change,2 to 4,0
8684,Monday,2,Feb,1995,Monday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Female,43,36 to 40,Single,2,Pontiac,Sedan,30000 to 39000,5 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8685,Sunday,3,Dec,1995,Monday,Dec,3,Urban,1 vehicle,Third Party,No,No,Male,58,51 to 65,Married,2,Honda,Sport,more than 69000,more than 7,Collision,Sport - Collision,16,External,400,more than 30,more than 30,none,no change,2 to 4,0
8686,Friday,3,Jan,1995,Thursday,Jan,3,Urban,1 vehicle,Third Party,No,No,Male,34,31 to 35,Married,3,Toyota,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,none,no change,1,0
8687,Sunday,3,Jan,1995,Tuesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Married,4,Toyota,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,none,no change,2 to 4,0
8688,Saturday,3,Jan,1995,Wednesday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,2,Chevrolet,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,7,External,400,more than 30,more than 30,none,no change,more than 4,0
8689,Thursday,2,Jan,1995,Friday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Female,51,41 to 50,Single,3,Toyota,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,none,no change,1,0
8690,Tuesday,2,Jan,1995,Thursday,Jan,2,Urban,1 vehicle,Policy Holder,No,No,Male,27,31 to 35,Married,2,Saab,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,13,External,400,more than 30,more than 30,none,no change,none,0
8691,Friday,4,Dec,1995,Wednesday,Jan,1,Urban,1 vehicle,Third Party,No,No,Female,31,31 to 35,Single,3,Mazda,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,1 to 2,no change,1,0
8692,Monday,3,Dec,1995,Wednesday,Dec,5,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Single,1,Accura,Utility,more than 69000,7 years,All Perils,Utility - All Perils,14,External,400,more than 30,more than 30,none,no change,none,1
8693,Friday,4,Jan,1995,Thursday,Jan,4,Urban,3 to 4,Policy Holder,No,No,Male,38,36 to 40,Married,3,Pontiac,Sedan,less than 20000,more than 7,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,1 to 2,no change,none,0
8694,Monday,3,Dec,1995,Monday,Dec,3,Urban,1 vehicle,Policy Holder,No,No,Female,26,31 to 35,Married,2,Toyota,Sedan,30000 to 39000,5 years,Collision,Sedan - Collision,12,External,400,more than 30,more than 30,more than 5,no change,2 to 4,1
8695,Wednesday,1,Jan,1995,Tuesday,Jan,2,Urban,2 vehicles,Policy Holder,No,No,Male,29,31 to 35,Married,3,Chevrolet,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,none,4 to 8 years,2 to 4,0
8696,Saturday,1,Jan,1995,Tuesday,Feb,1,Rural,1 vehicle,Policy Holder,No,No,Male,49,41 to 50,Married,2,Mazda,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
8697,Friday,2,Dec,1995,Friday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Married,1,Chevrolet,Utility,more than 69000,7 years,Liability,Utility - Liability,1,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
8698,Tuesday,3,Dec,1995,Tuesday,Jan,2,Urban,1 vehicle,Policy Holder,No,No,Male,80,over 65,Married,4,Honda,Sedan,less than 20000,more than 7,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,1 to 2,no change,none,0
8699,Monday,3,Dec,1995,Friday,Jan,2,Urban,1 vehicle,Third Party,No,No,Male,47,41 to 50,Married,1,Pontiac,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,5,External,400,more than 30,more than 30,more than 5,no change,none,0
8700,Tuesday,4,Dec,1995,Monday,Jan,2,Rural,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,2,Honda,Sedan,more than 69000,new,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,none,no change,none,0
8701,Monday,4,Dec,1995,Monday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,2,Honda,Sedan,more than 69000,new,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,none,no change,1,0
